id,num1,num2,num3,num4,num5,solution
450,2,2,2,4,5,((4*(2+5))-(2+2)) = 24
451,9,7,9,5,10,((9-5)*((9+7)-10)) = 24
452,1,9,5,2,6,(((1+9)*(5-2))-6) = 24
453,10,8,1,5,2,(2*((10+8)-(1+5))) = 24
454,8,1,8,4,5,(4*((8+1)-(8-5))) = 24
455,4,6,10,2,1,((10-2)*(1-(4-6))) = 24
456,6,6,7,7,1,((6+6)*(1+(7/7))) = 24
457,4,7,5,7,5,(5*(7-((4+7)/5))) = 24
458,2,10,7,10,10,(10-(7*(10-(2+10)))) = 24
459,6,2,6,2,7,((6+2)*(7-(6-2))) = 24
460,3,1,3,7,1,((3*7)-(1-(3+1))) = 24
461,10,10,2,2,2,(2*(2+((10+10)/2))) = 24
462,2,6,6,9,9,((9*(2+6))/(9-6)) = 24
463,6,3,6,3,2,(2*((6+3)+(6-3))) = 24
464,8,10,7,1,6,((7+1)/(6/(8+10))) = 24
465,6,4,9,4,6,((6*(6+4))-(9*4)) = 24
466,5,3,8,9,9,((8+9)+(9-(5-3))) = 24
467,9,5,5,4,1,((5+4)+(1+(9+5))) = 24
468,9,4,10,10,3,(3*(10-(10/(9-4)))) = 24
469,1,3,9,2,9,((9+2)+(9+(1+3))) = 24
470,5,1,4,5,5,((5+1)*((4+5)-5)) = 24
471,1,8,9,1,8,(8*((1-8)+(9+1))) = 24
472,10,3,10,2,4,(((10+3)-10)*(2*4)) = 24
473,1,2,8,2,9,((8/2)*(9-(1+2))) = 24
474,10,8,7,3,10,((10+(10+8))-(7-3)) = 24
475,3,7,8,5,3,((3-7)*((5-8)-3)) = 24
476,4,9,1,5,8,((5*((4+9)-8))-1) = 24
477,9,9,3,9,6,((3+9)-(6-(9+9))) = 24
478,10,7,1,4,7,((7*(10-7))-(1-4)) = 24
479,10,7,6,8,2,((10+7)+((6+8)/2)) = 24
480,1,6,1,9,9,((9+(1+6))-(1-9)) = 24
481,9,2,7,10,7,((10-7)/(2/(9+7))) = 24
482,4,10,5,8,8,((8+(8*(4+10)))/5) = 24
483,1,5,7,8,6,((7-8)*(6*(1-5))) = 24
484,3,4,9,8,3,(3*((3+4)+(9-8))) = 24
485,4,6,1,8,4,(4*((4-6)+(1*8))) = 24
486,1,1,6,3,1,(3*((1+1)+(6*1))) = 24
487,5,10,2,1,6,((2+1)+(6+(5+10))) = 24
488,3,2,5,4,9,((5*4)+(9-(3+2))) = 24
489,2,8,10,5,8,((5*8)-(10-(2-8))) = 24
490,3,3,1,3,9,((3+3)-(9*(1-3))) = 24
491,1,8,5,10,7,((1+8)+(5*(10-7))) = 24
492,6,7,1,8,7,((1-(7*7))/(6-8)) = 24
493,6,7,8,4,6,(8*((6+7)-(4+6))) = 24
494,1,2,6,3,3,((3*(6+3))-(1+2)) = 24
495,3,4,9,8,9,((9*8)/((3*4)-9)) = 24
496,9,8,6,10,1,((9*8)/((10-6)-1)) = 24
497,1,4,4,1,5,((4*5)-(1-(1+4))) = 24
498,5,7,10,1,7,((5+7)*((10-1)-7)) = 24
499,10,9,7,5,3,((7-5)+(3+(10+9))) = 24
500,2,5,5,6,8,(6*((2+5)+(5-8))) = 24
501,7,7,2,2,10,((2-2)+(10+(7+7))) = 24
502,5,5,3,5,2,(2*((5+5)-(3-5))) = 24
503,10,10,7,6,3,((7-6)+(3+(10+10))) = 24
504,9,10,3,2,9,((9/3)+(2+(9+10))) = 24
505,9,9,4,10,5,((4+(9+9))+(10/5)) = 24
506,6,9,2,2,3,((2*(6+9))-(2*3)) = 24
507,7,1,7,7,9,((1-(7*7))/(7-9)) = 24
508,3,3,2,5,4,((5*(3+3))-(2+4)) = 24
509,4,9,2,10,9,((2*10)-(9-(4+9))) = 24
510,1,10,5,8,10,((10+(1+10))-(5-8)) = 24
511,8,2,5,1,1,((5-1)*(1*(8-2))) = 24
512,3,4,5,2,8,(8*((5*2)-(3+4))) = 24
513,6,7,2,1,7,((2+1)*(7-(6-7))) = 24
514,10,10,10,6,6,(6*((10+10)-(10+6))) = 24
515,10,1,2,2,9,((2+2)+(9+(10+1))) = 24
516,9,7,2,2,2,((9+7)+(2*(2+2))) = 24
517,4,5,6,9,8,((8*(4+5))/(9-6)) = 24
518,3,8,10,6,10,((10+10)*(6/(8-3))) = 24
519,8,5,6,8,7,((6+8)+(7+(8-5))) = 24
520,3,1,7,1,2,((3+1)*((7+1)-2)) = 24
521,2,6,5,10,2,((2+6)*((10-5)-2)) = 24
522,8,5,4,6,4,((4*((8+5)-6))-4) = 24
523,4,7,7,4,2,((7+4)+(2+(4+7))) = 24
524,9,1,4,8,7,((9+1)+(7/(4/8))) = 24
525,9,4,2,7,5,((2-(9+4))+(7*5)) = 24
526,7,7,3,1,4,(((7+7)*(3-1))-4) = 24
527,10,3,7,4,6,((7+4)+(6+(10-3))) = 24
528,8,9,1,5,5,((1+5)*(5+(8-9))) = 24
529,4,4,10,6,7,((4+4)*(7-(10-6))) = 24
530,4,1,10,5,6,((10+5)+(6+(4-1))) = 24
531,8,7,8,10,1,(8/(1-(10/(8+7)))) = 24
532,7,7,1,8,8,(8+(8*(1+(7/7)))) = 24
533,5,5,4,4,3,((4*((5+5)-3))-4) = 24
534,9,6,9,9,1,(9*(1+((9+6)/9))) = 24
535,7,7,10,2,6,((2*(7+7))-(10-6)) = 24
536,9,4,3,3,10,((3/3)+(10+(9+4))) = 24
537,4,3,10,8,9,((8*9)/(10-(4+3))) = 24
538,10,4,6,10,1,((6*1)*((10+4)-10)) = 24
539,6,2,3,8,5,((3+8)+(5+(6+2))) = 24
540,2,6,9,3,5,((9*3)+(5-(2+6))) = 24
541,3,4,5,5,7,((5+5)+(7+(3+4))) = 24
542,6,6,9,9,7,((9+9)+(7-(6/6))) = 24
543,7,2,9,8,7,((8*(7-2))-(9+7)) = 24
544,5,5,2,6,2,((2*(5+5))-(2-6)) = 24
545,7,8,7,7,6,((6*(7*8))/(7+7)) = 24
546,3,6,8,5,3,((3*(3+6))-(8-5)) = 24
547,5,10,4,7,10,(4+(10*(7+(5-10)))) = 24
548,2,6,1,5,2,((1+5)/(2/(2+6))) = 24
549,8,8,8,8,5,(8*((8+8)-(8+5))) = 24
550,2,2,2,5,3,((2+2)*(3-(2-5))) = 24
551,8,9,2,9,2,(2*((2+9)-(8-9))) = 24
552,3,2,7,2,4,((7+(3+2))*(4-2)) = 24
553,1,10,3,9,1,((3+9)+(1+(1+10))) = 24
554,5,6,5,6,9,((9+(5+6))/(5/6)) = 24
555,8,7,7,5,7,((7-5)+(7+(8+7))) = 24
556,2,1,5,5,5,(5*(5-((2-1)/5))) = 24
557,10,10,7,10,5,((7+5)/(10/(10+10))) = 24
558,4,9,8,1,1,(8*((9-4)-(1+1))) = 24
559,3,8,6,6,5,(6*((5-6)-(3-8))) = 24
560,8,8,1,1,1,((8*1)+(8*(1+1))) = 24
561,4,9,4,1,4,((4*1)-(4*(4-9))) = 24
562,8,10,8,8,2,((8*(8+10))/(8-2)) = 24
563,9,9,6,9,4,((4*(9+9))/(9-6)) = 24
564,1,9,3,6,2,((3-6)*(2-(1+9))) = 24
565,7,5,3,7,7,((7+5)*(3-(7/7))) = 24
566,3,4,8,8,1,((8+8)+(1+(3+4))) = 24
567,6,2,4,5,6,((6+2)*((4+5)-6)) = 24
568,3,3,1,9,7,((1+7)*(9-(3+3))) = 24
569,5,2,6,1,5,((6*5)+(1-(5+2))) = 24
570,5,5,10,6,5,((10+(5+5))*(6/5)) = 24
571,5,6,10,5,6,(6*((10+5)-(5+6))) = 24
572,8,10,8,7,8,(8*((8+10)-(8+7))) = 24
573,8,2,9,3,1,((3*(1+(8+2)))-9) = 24
574,9,2,2,9,9,(2*((9+2)+(9/9))) = 24
575,8,7,9,7,10,((9+7)/(10/(8+7))) = 24
576,10,5,7,7,8,((7/7)+(8+(10+5))) = 24
577,8,3,6,10,1,((10-6)*(1+(8-3))) = 24
578,6,2,2,8,2,((8-2)/(2/(6+2))) = 24
579,4,9,5,8,5,((5-8)*(5-(4+9))) = 24
580,7,5,7,3,9,((9*(7-3))-(7+5)) = 24
581,1,5,2,10,5,((2*10)/(5/(1+5))) = 24
582,10,5,4,8,9,((4-8)*(9-(10+5))) = 24
583,8,10,9,1,8,(8*(1+((8+10)/9))) = 24
584,4,8,9,6,4,((9-6)*((4+8)-4)) = 24
585,5,8,5,3,1,((5-3)*((5+8)-1)) = 24
586,10,9,10,2,9,(10+((9+(10+9))/2)) = 24
587,10,1,4,9,5,(4*(5+(9/(10-1)))) = 24
588,8,6,4,4,10,((4-4)+(10+(8+6))) = 24
589,1,5,9,5,1,((9-5)*(1*(1+5))) = 24
590,7,7,6,3,6,((6-3)*((7+7)-6)) = 24
591,7,4,2,7,9,((2*(7+4))-(7-9)) = 24
592,1,7,1,3,9,((9*(1+7))/(1*3)) = 24
593,5,3,3,3,9,((5+3)*(9-(3+3))) = 24
594,2,4,4,6,4,(4-((2-4)*(4+6))) = 24
595,8,2,10,8,2,((10-8)*(2+(8+2))) = 24
596,6,7,2,3,6,((2+3)+(6+(6+7))) = 24
597,3,1,2,4,4,((3+1)*(4-(2-4))) = 24
598,5,3,5,1,4,((5+1)*((5+3)-4)) = 24
599,8,7,9,1,2,((9+(8+7))*(2-1)) = 24
600,10,7,2,8,10,(8*((2*10)-(10+7))) = 24
601,3,4,3,1,6,(6*((3+4)-(3*1))) = 24
602,5,5,4,10,10,((4+10)+(10+(5-5))) = 24
603,9,3,10,1,9,((9+3)*((10+1)-9)) = 24
604,1,10,4,6,6,(6+((1-10)*(4-6))) = 24
605,5,2,9,7,3,(3*(9-(7/(5+2)))) = 24
606,10,1,7,1,10,((7-10)*(1-(10-1))) = 24
607,2,7,6,9,2,(2*((2+7)-(6-9))) = 24
608,8,5,3,3,9,((3+3)*((8+5)-9)) = 24
609,4,5,1,10,2,(2*((1+10)-(4-5))) = 24
610,10,4,10,10,8,(((10*4)-10)/(10/8)) = 24
611,10,2,6,5,3,((10+2)*(3-(6-5))) = 24
612,2,9,2,8,6,((2+6)*((2+9)-8)) = 24
613,7,3,8,5,5,((8/5)*(5+(7+3))) = 24
614,10,2,4,5,8,(8*((10+2)-(4+5))) = 24
615,3,5,2,1,9,((9*(3+5))/(2+1)) = 24
616,7,2,10,1,2,((10*2)-(1-(7-2))) = 24
617,5,6,4,3,5,((5*(4+3))-(5+6)) = 24
618,6,9,8,6,5,((8+6)-(5-(6+9))) = 24
619,9,1,4,6,6,((6+(9+1))/(4/6)) = 24
620,10,10,8,3,10,((8*3)+(10*(10-10))) = 24
621,1,4,9,9,8,((9-9)-(8*(1-4))) = 24
622,8,7,2,4,2,((2*(8+7))-(2+4)) = 24
623,1,3,6,1,5,((1+3)/(1-(5/6))) = 24
624,2,8,1,8,3,(((2+8)-1)*(8/3)) = 24
625,3,5,3,5,2,((3+5)+(2*(3+5))) = 24
626,2,6,9,4,3,((9+4)+(3+(2+6))) = 24
627,7,7,3,2,5,((3+2)+(5+(7+7))) = 24
628,6,8,9,9,9,((9/9)+(9+(6+8))) = 24
629,6,8,2,3,1,((2-(6+8))*(1-3)) = 24
630,5,7,6,8,9,((5+7)+(9/(6/8))) = 24
631,4,7,4,2,2,((4-2)+(2*(4+7))) = 24
632,9,8,10,9,3,((10+(9+8))-(9/3)) = 24
633,9,4,8,7,7,((7-4)*(7+(9-8))) = 24
634,1,6,2,8,6,(8*((1+6)+(2-6))) = 24
635,5,1,1,10,2,((5+1)-(2*(1-10))) = 24
636,6,7,2,4,5,((2+4)+(5+(6+7))) = 24
637,10,10,1,7,3,((1*7)-(3-(10+10))) = 24
638,2,7,2,8,2,((2*(2+7))-(2-8)) = 24
639,7,5,2,4,4,((7+5)*((2+4)-4)) = 24
640,5,8,9,5,7,((9-5)+(7+(5+8))) = 24
641,1,2,4,8,7,(8+(4*(7-(1+2)))) = 24
642,6,2,4,4,9,((4*9)-(4+(6+2))) = 24
643,4,1,6,5,4,(4*((6+5)-(4+1))) = 24
644,9,7,7,5,6,(6*((9+7)-(7+5))) = 24
645,2,5,3,6,4,(4*((2-5)+(3+6))) = 24
646,4,3,5,5,3,(3*((4+3)+(5/5))) = 24
647,7,3,5,5,6,((5-5)+(6*(7-3))) = 24
648,8,4,5,3,4,((5+3)+(4+(8+4))) = 24
649,6,8,9,1,1,((9+1)+(1*(6+8))) = 24
650,9,5,8,1,7,(8*(1+((9+5)/7))) = 24
651,3,2,4,9,2,((4+2)*(9-(3+2))) = 24
652,6,3,8,3,6,(6*((6+3)-(8-3))) = 24
653,9,8,9,2,3,(3*((9-8)+(9-2))) = 24
654,2,2,6,7,2,((6+2)*(7-(2+2))) = 24
655,3,5,10,1,5,((10+1)+(5+(3+5))) = 24
656,1,6,6,8,6,(6+(6*(8+(1-6)))) = 24
657,5,5,8,8,5,(8*((8+5)-(5+5))) = 24
658,10,6,6,1,10,((10+6)/((10/6)-1)) = 24
659,5,5,1,6,5,((1+5)*((5+5)-6)) = 24
660,1,3,1,10,2,((1+3)+(2*(1*10))) = 24
661,6,2,7,7,5,((6-2)*(5+(7/7))) = 24
662,4,2,6,1,6,((6*(6-1))-(4+2)) = 24
663,6,7,6,2,1,((6*2)-(1-(6+7))) = 24
664,5,6,4,6,3,((4+6)+(3+(5+6))) = 24
665,1,7,4,8,7,((1+7)*(7+(4-8))) = 24
666,2,10,3,1,5,((2+10)*(5-(3*1))) = 24
667,6,6,8,7,3,((8+7)-(3-(6+6))) = 24
668,8,2,10,10,3,((8-2)*(3+(10/10))) = 24
669,1,2,3,3,10,((10*(1+2))-(3+3)) = 24
670,2,2,8,5,10,(10*((2+2)-(8/5))) = 24
671,10,8,7,1,3,((10+8)*((7/3)-1)) = 24
672,1,1,10,8,3,((10+8)+(3*(1+1))) = 24
673,1,5,5,9,6,((9*(1+5))-(5*6)) = 24
674,8,7,5,1,7,((1+7)/(5/(8+7))) = 24
675,7,7,8,1,3,((8-1)+(3+(7+7))) = 24
676,5,1,9,2,1,((9*2)+(1*(5+1))) = 24
677,3,3,10,10,6,(10-((3-10)/(3/6))) = 24
678,8,8,8,8,2,((8+8)+((8+8)/2)) = 24
679,9,1,8,7,8,((8*(9+1))-(8*7)) = 24
680,10,6,2,6,1,((2+6)+(1*(10+6))) = 24
681,5,2,6,10,5,((6+10)+(5+(5-2))) = 24
682,8,10,2,2,3,((2+2)/(3/(8+10))) = 24
683,3,10,5,4,7,((5-(3+10))*(4-7)) = 24
684,10,6,6,1,3,((6-1)+(3+(10+6))) = 24
685,5,1,5,8,1,((5+1)*(1-(5-8))) = 24
686,10,8,1,9,5,((1-9)*((10-8)-5)) = 24
687,9,5,7,1,9,((7-(9-5))*(9-1)) = 24
688,5,3,2,6,7,((5+3)*(7+(2-6))) = 24
689,3,3,6,10,2,((6+10)+(2+(3+3))) = 24
690,10,7,8,8,4,(4*((10*7)-(8*8))) = 24
691,5,7,6,3,9,((6-3)+(9+(5+7))) = 24
692,6,7,1,3,1,((1-3)*(1-(6+7))) = 24
693,2,5,8,7,2,((8+7)+(2+(2+5))) = 24
694,2,6,10,6,3,(3*((10+6)-(2+6))) = 24
695,8,8,7,8,6,(8*((8+8)-(7+6))) = 24
696,1,9,6,8,3,(3*((1+9)+(6-8))) = 24
697,10,6,5,7,2,((10+6)*(5-(7/2))) = 24
698,9,7,6,7,9,((6-7)+(9+(9+7))) = 24
699,3,9,2,4,10,((10+(3+9))-(2-4)) = 24
700,8,4,6,2,6,((8+4)*((6+2)-6)) = 24
701,4,9,3,1,1,((3-1)*((4+9)-1)) = 24
702,9,6,1,4,2,(2*((9+6)+(1-4))) = 24
703,5,6,6,7,6,((6*(5+6))-(6*7)) = 24
704,3,8,10,3,9,(3*((10+9)-(3+8))) = 24
705,10,4,2,9,5,((2*(10+4))-(9-5)) = 24
706,6,10,6,3,3,((3*(6+10))/(6/3)) = 24
707,1,9,2,1,4,(4+((1+9)*(2*1))) = 24
708,4,6,4,4,6,((4+4)+(6+(4+6))) = 24
709,8,2,7,3,5,(3*((8+2)-(7-5))) = 24
710,9,4,3,8,2,((2*(3+(9+4)))-8) = 24
711,2,7,4,6,4,((4/6)*(4*(2+7))) = 24
712,10,6,6,10,3,((6*3)-(10-(10+6))) = 24
713,2,6,3,6,8,((2+6)+(8/(3/6))) = 24
714,3,4,2,4,2,((4*(3+4))-(2+2)) = 24
715,2,9,7,6,6,((6*(2+9))-(7*6)) = 24
716,10,3,3,5,4,((3*5)-(4-(10+3))) = 24
717,4,5,1,1,7,((1-7)/(1-(5/4))) = 24
718,9,9,5,3,3,((9+9)+(3*(5-3))) = 24
719,6,8,6,1,7,((6-8)*((1-6)-7)) = 24
720,4,2,4,5,1,((4+2)/((5/4)-1)) = 24
721,9,2,4,4,3,((4*4)-(3-(9+2))) = 24
722,6,5,6,6,4,((6*(4+(6-5)))-6) = 24
723,3,6,8,8,2,(8*((3+6)-(8-2))) = 24
724,8,3,10,3,4,((10*3)*(4/(8-3))) = 24
725,1,5,7,4,5,((7+5)*((1+5)-4)) = 24
726,5,2,3,9,9,((3+9)*(9-(5+2))) = 24
727,4,5,10,5,6,(6*((4+5)-(10-5))) = 24
728,8,8,9,8,2,((9*(8+8))/(8-2)) = 24
729,9,4,4,7,9,((4*7)+(9-(9+4))) = 24
730,5,3,8,9,1,((8+9)-(1-(5+3))) = 24
731,10,1,6,6,6,((6*((10+1)-6))-6) = 24
732,4,4,7,10,7,((7+10)+(7+(4-4))) = 24
733,2,3,1,1,3,((1+3)*(1+(2+3))) = 24
734,7,8,5,10,10,((5+10)+(10+(7-8))) = 24
735,2,9,6,5,7,(6*(5+(7/(2-9)))) = 24
736,4,7,4,3,5,((5*(4+3))-(4+7)) = 24
737,9,9,10,4,1,((10-4)+(1*(9+9))) = 24
738,7,5,5,6,5,(6+(5*(5-(7/5)))) = 24
739,3,10,2,1,6,((2*6)-(1-(3+10))) = 24
740,4,6,6,9,5,(6*((9+5)-(4+6))) = 24
741,2,8,5,1,4,((5-1)*((2+8)-4)) = 24
742,6,6,1,5,9,((9*(5-1))-(6+6)) = 24
743,3,9,1,6,6,((1*6)+(6+(3+9))) = 24
744,9,3,3,4,2,((4-3)*(2*(9+3))) = 24
745,4,9,2,5,8,((8+(4+9))-(2-5)) = 24
746,6,6,3,1,7,((7-1)/(3/(6+6))) = 24
747,9,8,1,9,1,(((9+8)-1)-(1-9)) = 24
748,3,7,5,1,3,((3*(3+7))-(5+1)) = 24
749,1,5,6,1,10,((6*1)*(10-(1+5))) = 24
750,7,2,4,6,8,((4*6)*((7+2)-8)) = 24
751,5,1,1,7,2,((1+7)/(2/(5+1))) = 24
752,5,3,2,2,4,((5+3)+(4*(2+2))) = 24
753,6,5,5,7,4,((5*4)-(7-(6+5))) = 24
754,8,8,2,3,2,((2*3)+(2+(8+8))) = 24
755,7,8,9,8,9,((9-8)*(9+(7+8))) = 24
756,8,8,1,5,3,((1*5)+(3+(8+8))) = 24
757,2,7,7,8,10,((8*(2+7))/(10-7)) = 24
758,3,9,2,2,9,((9*(2+2))-(3+9)) = 24
759,6,1,10,8,4,(10+((6+1)*(8/4))) = 24
760,8,9,5,5,6,((5/5)+(6+(8+9))) = 24
761,8,3,1,10,4,((4+(8+3))-(1-10)) = 24
762,3,7,4,1,1,(4+((3+7)*(1+1))) = 24
763,7,8,8,3,4,((8-3)+(4+(7+8))) = 24
764,1,3,3,10,3,((3*10)+(3*(1-3))) = 24
765,7,5,8,4,8,((8-4)+(8+(7+5))) = 24
766,10,9,5,7,5,(7-((5-(10*9))/5)) = 24
767,4,4,7,4,2,((7*4)-((4+4)/2)) = 24
768,4,2,9,8,10,((4+2)-(9*(8-10))) = 24
769,3,4,7,10,3,((3*(3+4))-(7-10)) = 24
770,6,1,8,10,5,((10-8)*(5+(6+1))) = 24
771,6,4,7,7,8,((7+7)+(8+(6-4))) = 24
772,6,1,5,5,1,((6-1)*(5-(1/5))) = 24
773,7,9,2,10,5,((5*(10-2))-(7+9)) = 24
774,5,10,3,6,7,((3-6)*(7-(5+10))) = 24
775,3,6,2,4,3,((4-2)*(3+(3+6))) = 24
776,4,8,1,10,4,((4*(10-1))-(4+8)) = 24
777,10,4,7,5,4,(((10+4)*(7-5))-4) = 24
778,2,10,7,2,6,((7-6)*(2*(2+10))) = 24
779,10,3,7,9,4,((7*4)+(9-(10+3))) = 24
780,4,5,9,10,5,((9+10)-(5*(4-5))) = 24
781,4,3,5,9,3,((5+9)+(3+(4+3))) = 24
782,9,7,10,5,7,((10+5)-(7-(9+7))) = 24
783,10,8,2,6,9,((2*6)/(9/(10+8))) = 24
784,1,5,9,6,9,((1-5)*(9-(9+6))) = 24
785,2,1,7,9,1,((7+1)*(9/(2+1))) = 24
786,8,10,2,8,10,((2*8)-(10-(8+10))) = 24
787,2,10,7,4,7,(4*((2-10)+(7+7))) = 24
788,7,6,5,6,5,((5*6)-(5+(7-6))) = 24
789,2,4,9,10,1,((9+10)-(1-(2+4))) = 24
790,7,9,6,10,5,((6*5)+(10-(7+9))) = 24
791,4,10,1,10,1,((1+10)-(1-(4+10))) = 24
792,4,3,5,9,9,((5+9)+(9+(4-3))) = 24
793,3,8,6,6,4,(4*((6/6)-(3-8))) = 24
794,6,6,6,7,3,((6+6)*(3+(6-7))) = 24
795,9,9,3,4,4,(4*((9+9)-(3*4))) = 24
796,9,5,2,9,4,((2-(9+5))+(9*4)) = 24
797,5,2,7,1,3,((7-1)*((5+2)-3)) = 24
798,2,9,6,5,5,((6*5)+(5-(2+9))) = 24
799,9,8,2,7,4,(4-(2*(7-(9+8)))) = 24
800,2,10,9,2,4,(4*((9*2)-(2+10))) = 24
801,2,1,4,7,7,((7*(2+1))-(4-7)) = 24
802,8,9,6,9,2,((6/2)*((8+9)-9)) = 24
803,7,7,9,8,7,((9+8)-(7-(7+7))) = 24
804,3,7,8,6,9,(6-(9*(8-(3+7)))) = 24
805,8,9,8,9,2,((8*2)-(9-(8+9))) = 24
806,5,8,3,3,8,(3*((5+8)+(3-8))) = 24
807,4,1,6,5,2,((6*5)-(2*(4-1))) = 24
808,4,6,7,3,6,((4+6)+(6*(7/3))) = 24
809,9,8,3,3,7,((3-3)+(7+(9+8))) = 24
810,10,10,5,1,4,(((10+10)*(5/4))-1) = 24
811,1,8,8,3,6,(6*((1+8)-(8-3))) = 24
812,2,6,5,3,1,((2+6)*(1+(5-3))) = 24
813,10,7,4,10,7,((4+10)-(7-(10+7))) = 24
814,7,7,6,9,7,((7+(7+7))-(6-9)) = 24
815,5,10,1,8,4,(4*((5+10)-(1+8))) = 24
816,3,5,4,4,6,(4*((3+5)+(4-6))) = 24
817,4,5,7,1,4,((7-4)*((4+5)-1)) = 24
818,1,9,2,1,8,((1+9)-(2*(1-8))) = 24
819,4,3,4,4,6,((4*(6+(4-3)))-4) = 24
820,9,3,5,9,9,((9*(9-5))-(9+3)) = 24
821,5,6,10,3,6,((10-3)+(6+(5+6))) = 24
822,6,1,6,1,3,((6*1)*((6+1)-3)) = 24
823,4,4,2,6,10,((2*6)*(10-(4+4))) = 24
824,4,4,3,4,7,((4+4)-(4*(3-7))) = 24
825,3,7,4,1,3,(((3+7)-4)*(1+3)) = 24
826,2,4,6,3,6,((2+4)+(6*(6-3))) = 24
827,9,2,10,3,6,((10-3)+(6+(9+2))) = 24
828,2,8,5,8,5,((5+(2+8))/(5/8)) = 24
829,10,8,2,4,10,(4*((10+8)-(2+10))) = 24
830,10,10,9,5,8,((8+(10+10))-(9-5)) = 24
831,2,8,10,2,2,((10+2)+(2+(2+8))) = 24
832,4,9,9,5,4,((5*4)-(9-(4+9))) = 24
833,7,3,8,3,10,((8*3)+(10-(7+3))) = 24
834,1,4,3,8,3,((1-4)*(3-(3+8))) = 24
835,2,2,3,3,7,((2+2)*(7-(3/3))) = 24
836,10,6,10,6,9,((6+9)/(10/(10+6))) = 24
837,4,5,10,5,2,((10*2)-(5-(4+5))) = 24
838,10,5,5,9,2,(2*(9+((10+5)/5))) = 24
839,2,3,2,3,1,(((2+3)*(2+3))-1) = 24
840,4,5,5,5,4,((5*4)-(5-(4+5))) = 24
841,1,5,7,7,5,((1+5)*(5-(7/7))) = 24
842,3,9,2,1,3,((3+9)*(3-(2-1))) = 24
843,2,5,9,1,9,((9-1)+(9+(2+5))) = 24
844,10,4,10,5,9,((10-4)*(9-(10-5))) = 24
845,7,10,10,2,3,(3*((10/2)-(7-10))) = 24
846,1,7,3,10,3,((3+10)+(3+(1+7))) = 24
847,10,2,8,6,10,((8-6)+(10+(10+2))) = 24
848,1,5,10,5,1,((1+5)*((10-5)-1)) = 24
849,9,7,10,10,10,((7-10)*((10/10)-9)) = 24
850,4,1,5,1,10,(((4+1)*(10-5))-1) = 24
851,4,10,9,6,2,((9/6)*(2+(4+10))) = 24
852,2,6,8,9,8,(8*((8-9)-(2-6))) = 24
853,7,9,1,5,4,((1+5)/(4/(7+9))) = 24
854,6,9,9,2,5,(2*(9+((6+9)/5))) = 24
855,2,3,10,8,1,((10+8)+(1+(2+3))) = 24
856,8,3,5,2,3,((5-2)*((8+3)-3)) = 24
857,4,6,9,9,5,((4*6)+(5*(9-9))) = 24
858,2,5,5,2,2,((5*2)+(2*(2+5))) = 24
859,6,10,9,4,10,((9*(6+10))/(10-4)) = 24
860,4,6,2,10,10,((2+10)+(10-(4-6))) = 24
861,1,3,4,1,5,((4*1)+(5*(1+3))) = 24
862,4,2,4,8,10,(4+(10*(8-(4+2)))) = 24
863,6,2,7,2,5,((6+2)*((2*5)-7)) = 24
864,6,10,4,3,2,((4/3)*(2+(6+10))) = 24
865,3,5,7,6,7,((7+7)+(6/(3/5))) = 24
866,9,4,3,6,8,((8+(9+4))-(3-6)) = 24
867,5,3,5,3,10,((5-3)*(10+(5-3))) = 24
868,1,4,2,8,1,((2-8)*(1-(1+4))) = 24
869,8,9,8,5,5,((8+(8+9))-(5/5)) = 24
870,1,4,9,8,2,((9+8)+(2+(1+4))) = 24
871,4,4,8,8,7,((8/8)+(7+(4*4))) = 24
872,1,3,2,10,7,((2-10)*((1+3)-7)) = 24
873,8,4,3,6,1,((8+4)*((6-3)-1)) = 24
874,7,9,4,4,8,((4-4)+(8+(7+9))) = 24
875,1,4,2,2,2,(2*(2+(2*(1+4)))) = 24
876,6,4,1,3,6,(((6+4)*(1*3))-6) = 24
877,4,4,5,4,9,(4*((5+9)-(4+4))) = 24
878,5,4,3,10,5,((3+(5+4))*(10/5)) = 24
879,10,5,2,2,10,((10+(10+5))-(2/2)) = 24
880,3,3,7,2,6,((6*(7-2))-(3+3)) = 24
881,7,9,10,3,6,((10+(7+9))-(6/3)) = 24
882,7,2,2,1,3,((3*(7+2))-(2+1)) = 24
883,1,8,1,9,5,((1+9)+(5+(1+8))) = 24
884,10,5,3,5,5,((3+5)/(5/(10+5))) = 24
885,10,9,5,9,1,((1+(10+9))-(5-9)) = 24
886,2,6,6,3,5,((2+6)*(5-(6/3))) = 24
887,4,10,8,3,4,(3*((8/4)-(4-10))) = 24
888,8,1,5,5,10,((5*5)-(10-(8+1))) = 24
889,2,9,9,4,6,((9-(2-9))/(4/6)) = 24
890,5,8,4,7,7,((7-4)-(7*(5-8))) = 24
891,8,3,5,6,9,((9+(8+3))/(5/6)) = 24
892,8,10,7,7,10,(7*((10/7)-(8-10))) = 24
893,5,6,2,8,6,((2+6)*((5+6)-8)) = 24
894,3,10,1,3,8,((1*3)+(8+(3+10))) = 24
895,9,9,10,9,5,((10-9)+(5+(9+9))) = 24
896,9,5,10,10,2,((9+5)+((10+10)/2)) = 24
897,2,7,10,5,5,((5*5)-(10-(2+7))) = 24
898,7,9,7,10,9,((7+10)-(9-(7+9))) = 24
899,9,6,4,4,3,(4+((9+6)*(4/3))) = 24
